id,title
7ree-jtaa,The number of youth received in probation intake (pre-adjudication services) during the reporting period.
7rnv-m532,"Filter cards by selecting date ranges on date/time cards, typing freeform text into search cards, or clicking the columns in the column card. 

This dataset includes trip records from all trips completed in yellow taxis in NYC in 2013.  Records include fields capturing pick-up and drop-off dates/times, pick-up and drop-off locations, trip distances, itemized fares, rate types, payment types, and driver-reported passenger counts. The data used in the attached datasets were collected and provided to the NYC Taxi and Limousine Commission (TLC) by technology providers authorized under the Taxicab Passenger Enhancement Program (TPEP).  The  trip data was not created by the TLC, and TLC makes no representations as to the accuracy of these data."
7s3q-rztu,"The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in Manhattan in 2008.

This list includes all sales of 1-, 2-, and 3-Family Homes' from January 1st, 2008 to December 31, 2008, whose sale price is equal to or more than $150,000.  The Building Class Category for Sales is based on the Building Class at the time of the sale.
Update Frequency: Annually"
7su9-xgtn,Regulary occuring REES programs
7t6i-mkth,"This inventory includes all datasets scheduled for release between July 2015 and December 31, 2018."
7ub6-8ecn,"Civilian Complaint Review Board (CCRB) complaint activity data, 2005-2009"
7ujc-hpzg,This  table represents the distribution of force allegations
7vpq-4bh4,GIS data: Boundaries of Municipal Court Districts
7vu2-3skk,"Worst case hurricane surge inundation areas for category 1 through 4 hurricanes, based on the bearing of the storm. The bearing is the direction towards which the storm is moving. These inundation areas are based on the National Hurricane Center's 2010 SLOSH (Sea Lake and Overland Surge from Hurricanes) Model for the NY3 basin.  The zones are created with the assumption that the storm surge will hit at high tide, which is assumed to be 2 feet for the entire region."
7vy4-ats6,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by borough and disability status.
7xqy-uv7r,"RSS Feed displaying municipal parking facilities in the Bronx

Updated as required"
7yds-6i8e,"This file shows average class size for each borough, aggregated by grade and program type. For grades 5-9 (where available) and 9-12, the data are shown by program type and core course.
Based on January 28, 2011 data.
* Grade 9 Official Class data is included for 0K-09 schools. Core Course information for these sections is not reported."
7yhi-h8kc,DPR directory of nature preserves
7yig-nj52,Latest available data and trends in the state assessment results of math for grades 3 through 8. Data are disaggregated by district.
7z8d-msnt,DOE attendance and enrollment statistics broken down by school district
7zb8-7bpk,Table of tax rates by year
7zhs-43jt,Annual revenue and spending data by major areas of the budget from FY 1980 through FY 1963
824w-7c8u,Listing of planned procurement's relevant to Local Law 63 of 2011
825b-niea,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency."
82rt-zc4y,"This file shows average class size for each district, broken out by program type (General Education, Self-Contained Special Education, Collaborative Team Teaching (CTT)) for grades K-9 (where grade 9 is not reported by subject area), and for grades 5-9 (where available) and 9-12, aggregated by program type (General Education, CTT, and Self-Contained Special Education) and core course (e.g. English 9, Integrated Algebra, US History, etc.).
Based on January 28, 2011 data.
* Grade 9 Official Class data is included for 0K-09 schools. Core Course information for these sections is not reported."
83kr-sbhe,"Civilian Complaint Review Board (CCRB) complaint activity data, 2005-2009
Update Schedule: Annually"
8586-3zfm,New school projects (Capacity) and Capital Improvement Projects (CIP) currently under Construction.
85ty-ti6v,"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam."
86sd-4yhi,Greenthumb
8792-ebcp,"Eateries in in New York City Department of Parks & Recreation properties including snack bars, food carts, mobile food trucks,  and restaurants."
87y3-sqsx,"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam."
88da-cha7,An XML file with metadata related to each video available on nyc.gov/vod
88ds-ti7k,CCRB: Police Department Disposition of Substantiated Cases by Year of CCRB Referral 2005 - 2009
89j6-bdde,CCRB: Where Incidents that Led to a Substantiated Complaint Took Place - Staten Island 2005 - 2009
8a4n-zmpj,"List of art, artist, medium and DOE
building that the art is located in
schools."
8b9a-pywy,"Enrollment, target capacity and utilization data for every building and schools in those buildings, by school"
8bqd-u9ta,Lists all TLC paratransit drivers
8d5p-rji6,"CityBench is an initiative to increase the amount of public seating on New York City’s streets. DOT installs attractive and durable benches around the city, particularly at bus stops, retail corridors, and in areas with high concentrations of senior citizens."
8dhd-zvi6,A listing of public funds payments for candidates for City office during the 2001 election cycle
8dxm-n5ha,The number of active adult probation supervision cases on the last day of the reporting period (June 30)
8f3b-vtv6,"Black Car bases provide pre-arranged transportation to clients, usually based on contracts. This lists the current status of Black Car Vehicle Licenses, including license number, name(s) of licensee, affiliated base license, DMV license plate and VIN numbers, expiration date, model year, and whether the vehicle is a hybrid or stretch limousine."
8fhn-c4v3,Directory of Play Areas
8fnh-fcum,"Capital Commitments All Funds($ IN MILLIONS)
FY 2002 - FY 2015 are actuals; FY 2016 - FY 2020 plan data as of the April 2016 Financial Plan"
8g9r-zz89,CCRB: Distribution of Discourtesy Allegations 2005 - 2009
8gpu-s594,List of project in construction that SCA is applying for aid - these dollars are estimated.
8gqz-6v9v,List of retail location in the DBP/CLS district
8h5j-fqxa,Property Details for Real Property Related Documents Recorded in ACRIS
8hkx-uppz,Statistics on NYC quality of life
8isn-pgv3,NYC Clean Heat dataset
8ius-dhrr,"Excel table of census data created to project populations at the Neighborhood Tabulation Area, a small area level, from 2000 to 2030 for PlaNYC, the long-term sustainability plan for New York City"
8k4a-z83b,Data to solve NYC ACRE's BigIdea
8k4x-9mp5,Auto Fringe Benefits for all city employees in 2014
8kiv-2ukd,"""Ratio of Homeless Population to General Population in major US Cities in 2010. 
*This represents a list of large U.S. cities for which DHS was able to confirm a recent estimate of the unsheltered population.  A 2010 result is only available for Seattle, WA. Other cities either did not conduct a count in 2010, or their 2010 results are not yet available.  2009 unsheltered census   figures were used for Los Angeles, San Francisco, Miami, and Washington, DC, and Boston; the 2007 estimate is used for Chicago.  General population figures are the latest estimates from the U.S. Census Bureau."""
8n8g-m3vw,This is the list of Translation Services which are provided in different language at Office of Administrative Trials and Hearings
8nfd-2xax,Swimming Pool
8nqg-ia7v,Data used by the NYC Mental Health Service Finder.
8qgy-ka3v,"NYCDEP Recreation Area Maps

Note:
WMU = New York State Department of Environmental Conservation Wildlife Management Unit. Hunters should verify the WMU is correct.
** Hunting by Bow only.    
*** Hunting by Bow or Shotgun only.    
**** Hunting for Deer only, and by Bow only."
8qru-nyj8,Details of foreign-born population versus total population in New York City since 1820
8te3-bhtv,Directory of businesses in the Union Square area
8vgb-zm6e,"Every January, Finance mails New York City property owners a Notice of Property Value (NOPV). This important notice has information about your property’s market and assessed values. Finance determines your property’s value every year, according to State law. The Cityʼs property tax rates are applied to the assessed value to calculate your property taxes for the next tax year. You get your first tax bill for the year in June. If you believe the values or property descriptions on the NOPV are not correct."
8vv7-7wx3,Messages sent with information about emergency events and important City services
8wau-idzf,Summary of documented students by school/site
8wbx-tsch,TLC authorized For-Hire vehicles that are active or inactive. This list is accurate to the date and time represented in the Last Date Updated and Last Time Updated fields.
8wpj-vk59,"Civilian Complaint Review Board (CCRB) complaint activity data, 2005-2009.
Update Schedule: Annually"
8yac-vygm,"One of OPT’s main functions is to plan efficient and fiscally responsible school bus routes. OPT staff use a variety of systems to generate and share bus route information with bus vendors and the public. Specific bus route paths cannot be publicly disclosed because they could reveal personally identifiable information about individual students. In this dataset, OPT has provided all the route information that does not risk disclosing personally identifiable information. 
School-age service for students in grades K through 12 are contracted with bus vendors on a per route basis. OPT also manages bus service for Pre-K students who require curb-to-curb service as per a student’s Individualized Education Plan (IEP). This Pre-K bus service is contracted on a per student basis, instead of per route. As a consequence of this difference, OPT does not design bus routes for Pre-K service, so those routes are not included in this dataset.
There are a variety of different vehicles used on routes that serve students requiring curb-to-curb service because an Individualized Education Plan (IEP) indicates specific transportation needs. The standard bus is the only vehicle used for general education routes with students eligible for bus service but who do not have an IEP.
Users may occasionally see a route without a garage assignment. Because this dataset is derived from a snapshot of a transactional system, there may be routes that are in the process of being assigned to a garage. In those cases, the garage information will appear as NULL until the assignment is complete."
8ztn-rmii,"2015-2016 School Zones. Files are in a GIS Shapefile format. They are broken down by elementary school zones (ES_Zones), middle school zones (MS_Zones) and high school zones (HS_Zones)."
948r-3ads,"The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in Queens in 2009.
Update Schedule: Annually"
94g4-w6xz,ACRIS State mapping for Codes in the ACRIS Real and Personal Property Legals Datasets
94ka-ussk,CCRB: Gender of Victims Whose Allegations Were Substantiated 2005 - 2009
94qw-aaee,"Data providing the location, type and capacity of public and private community facilities in New York City, including schools, parks, libraries, public safety, day care, foster care, special needs housing, health and mental health facilities and programs.  Additional data included to provide location of transportation and waste management facilities."
956m-xy24,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually"
97i8-t9j6,2011 disciplinary actions architects and engineers
97iw-vtbx,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually"
97pn-acdf,"Projected total New York City population for five intervals from 2010 through 2040 by Borough, broken down by 18 age cohorts. (Age groups may not add up to the total due to rounding.)"
97zg-4p9t,This table tracks grant applications received by LPC and their outcomes
996g-i4kh,Statistics of occupied units with Lead Based Paint
99bc-9p23,GIS data: neighborhood labels as depicted in New York City: A City of Neighborhoods
99br-frp6,"Facilities in New York City, by agency and site, that offer the following after-school  job and internship programs: Summer Youth Employment, In-School Youth Employment (ISY), Out-of-School Youth Employment (OSY), Youth Employment, and Adult Employment Programs for children in age groups 14 to 24, 16 to 21, children in all grades, and adults.    Update Schedule: Annually"
99ez-fwvc,CCRB: Distribution of Abuse of Authority Allegations 2005 - 2009
99wq-x9cr,Tree species  that are approved to be planted in NY City
9akp-irxz,County and Town Area Statistics for the NYC East-of-Hudson Watershed (including towns within a watershed county that are completely outside watershed)
9auy-76zt,"High resolution land cover data set for New York City.  This is the 3ft version of the high-resolution land cover dataset for New York City. Seven land cover classes were mapped: (1) tree canopy, (2) grass/shrub, (3) bare earth, (4) water, (5) buildings, (6) roads, and (7) other paved surfaces.  The minimum mapping unit for the delineation of features was set at 3 square feet. The primary sources used to derive this land cover layer were the 2010 LiDAR and the 2008 4-band orthoimagery.  Ancillary data sources included GIS data (city boundary, building footprints, water, parking lots, roads, railroads, railroad structures, ballfields) provided by New York City (all ancillary datasets except railroads); UVM Spatial Analysis Laboratory manually created railroad polygons from manual interpretation of 2008 4-band orthoimagery.  The tree canopy class was considered current as of 2010; the remaining land-cover classes were considered current as of 2008. Object-Based Image Analysis (OBIA) techniques were employed to extract land cover information using the best available remotely sensed and vector GIS datasets.  OBIA systems work by grouping pixels into meaningful objects based on their spectral and spatial properties, while taking into account boundaries imposed by existing vector datasets.  Within the OBIA environment a rule-based expert system was designed to effectively mimic the process of manual image analysis by incorporating the elements of image interpretation (color/tone, texture, pattern, location, size, and shape) into the classification process.  A series of morphological procedures were employed to insure that the end product is both accurate and cartographically pleasing. More than 35,000 corrections were made to the classification.  Overall accuracy was 96%. This dataset was developed as part of the Urban Tree Canopy (UTC) Assessment for New York City.  As such, it represents a 'top down' mapping perspective in which tree canopy over hanging other features is assigned to the tree canopy class.  At the time of its creation this dataset represents the most detailed and accurate land cover dataset for the area. This project was funded by National Urban and Community Forestry Advisory Council (NUCFAC) and the National Science Fundation (NSF), although it is not specifically endorsed by either agency.  The methods used were developed by the University of Vermont Spatial Analysis Laboratory, in collaboration with the New York City Urban Field Station, with funding from the USDA Forest Service."
9b9u-8989,"The list tracks the number of businesses that NYC Business Acceleration has assisted in opening and how many jobs were created by those businesses. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
9bmk-bbj5,"New York City Results on the New York State English Language Arts (ELA) Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency.
In 2007, the New York State Education Department updated its testing policy for English Language Learners: ELLs in an English Language School System for more than one year are required to take the ELA exam. Previously, ELLs in an English Language School System for less than 3 years were exempt from taking the ELA exam."
9ct9-prf9,The most recent school level results for New York City on AP exams. Results are available at the school level for the 2012 school year. Records contain AP Test Taking and Passing Rates.
9cw8-7heb,A list of all .nyc domains registered along with the registration date and registrant type. This list is updated daily.
9d9t-bmk7,"List of Job Centers that offer temporary financial assistance, food stamps and Medicaid to eligible individuals"
9ev8-8rz6,"The sum of: the number of cases on the first day of the reporting period, plus all cases added during the reporting period."
9f5k-vxxv,"Facilities in New York City, by agency and site, that offer Neighborhood Development Area (NDA) “Health Stat” after-school Family Support Programs. - Department of Youth and Community Development (DYCD). 
Update Frequency: Annually"
9fg9-grkj,Spreadsheet of all TLC FHV drivers
9gmp-f9x2,"The SCA’s comprehensive capital planning process includes developing and analyzing quality data, creating and updating the Department of Education’s Five-Year Capital Plans, and monitoring projects through completion. The SCA prioritizes capital projects to best meet the capacity and building improvements needs throughout the City.  Additionally, the SCA assures that the Capital Plan aligns with New York State and City Department of Education mandates, academic initiatives, and budgetary resources.  This is one of the most current published reports."
9gzt-8w5q,Manhattan Milling and Paving Schedule
9ht6-44eh,Statistics on head's of a household between 16 and 24 years of age receiving cash assistance.
9hyh-zkx9,Directory of preventitive agency location centers
9hzi-kbqb,"<div>The dataset comes from CouncilStat, which is used by many
NYC Council district offices to enter and track constituent cases that can
range from issues around affordable housing, to potholes and pedestrian safety.
This dataset aggregates the information that individual staff have input.
However, district staffs handle a wide range of complex issues. Each offices
uses the program differently, and thus records cases, differently and so
comparisons between accounts may be difficult. Not all offices use the program.
For more info - http://labs.council.nyc/districts/data/<br></div>"
9i2s-e6hd,The table repersents the Capital Spendings allorted for the next ten years on different areas.
9ixa-eggw,List of local recording studios
9jbx-hna8,"Total number of cases on Cash Assistance, including breakdown by major categories."
9jqw-r2a4,"Open NY provides access to hundreds of high-quality New York State government datasets, each with an API endpoint and detailed documentation. From liquor licenses to hospital data, it contains valuable and up-to-date information which you can freely include in your next civic-oriented application.  For questions or comments, contact andrew.nicklin@its.ny.gov"
9m35-jch2,"The OpenRECORDS data set consists of FOIL Request identifying information and the responses posted by agency FOIL officers to fulfill requests.

The current version is a “test” model. You can file a FOIL request for any New York City agency and those that are not participating in this launch will respond to your request using their current FOIL process. Participating agencies will use the portal to track and respond to FOIL requests. The agencies currently participating are: Office of the Mayor, Department of Information Technology and Telecommunications, Department of Records and Information Services, Department of Education, Office of Administrative Trials and Hearings, NYC Emergency Management, City Commission on Human Rights, and the Office of the Chief Medical Examiner."
9mhd-na2n,New York City Population By Boroughs
9mjx-v8ip,A listing of campaign public funds payments for candidates for City office during the 2005 election cycle
9n2n-hkug,Fee details for obtaining Tennis Permits
9ned-hmak,Running tracks in New York City Department of Parks & Recreation properties.
9p4w-7npp,Document Remarks for Real Property Related Documents Recorded in ACRIS
9p99-55bh,Data from the Association for a Better New York's NYC Tech Ecosystem report.
9rz4-mjek,Properties with tax and/or water liens that are potentially eligible to be included in the next lien sale.
9sfa-4geq,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually"
9sys-2i9y,"The number of dispositions issued by local courts for ""violation of probation"" proceedings during the reporting period.  Categorized by type of disposition: jail (revocation); prison (revocation); restored (probation continued); terminated (probation sentence ended)."
9tth-ctyd,CCRB: Disposition of Force Allegations 2005
9umc-3b2y,This list contains information on capital grants
9vgt-yx2p,Reservoir areas and stream lengths
9z9b-6hvk,Listing of Latin media organizations
a2nf-cvfm,"New York City Results on the New York State Mathematics Tests, Grades 3 - 8
Notes:
As of 2006, the New York State Education Department expanded the ELA and mathematics testing programs to Grades 3-8. Previously, state tests were administered in Grades 4 and 8 and citywide tests were administered in Grades 3, 5, 6, and 7.
In 2006, NYSED treated District 75 students as a distinct geographic district. For 2007-2011, District 75 students are represented in their home districts and boroughs. Spreadsheets for District and Borough do not include District 75 students in 2006.
Starting in 2010, NYSED changed the scale score required to meet each of the proficiency levels, increasing the number of questions students needed to answer correctly to meet proficiency."
a2nx-4u46,Contains information about problems associated with complaints.
a2rn-4ju4,This list contains information on community board applications.
a34j-ihvy,"Addresses and coordinates of each of 5 special waste drop-off sites where New York City residents can dispose of automotive batteries, motor oil, oil filters, passenger car tires, transmission fluids, fluorescent light bulbs, thermostats, household batteries, and latex paint."
a3vc-fsgj,Directory of Universal Pre-K (UPK) School Locations
a5qt-5jpu,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Schedule: Annually"
a6nj-cfbz,"This dataset contains building information for all buildings that have completed a WiredNYC survey.  This includes buildings that have opted-out from displaying their profiles publicly.  Therefore, the building-specific data (e.g. building address) provided is anonymous and only linked to the borough the building is located in."
a6x3-4y2a,Chapters of Title 24 of The Rules of The City of New York
a8rp-fpnn,"Facilities in New York City, by agency and site, that offer after-school programs and learning resources for adolescent literacy.
Update Schedule: Annually"
a9es-3fcm,"The Family Planning Benefit Program (FPBP) is a free and completely confidential New York State program that provides family planning services to teens, women and men who meet certain income and residency requirements, and who are not enrolled in Medicaid or Family Health Plus. You may obtain coverage through FPBP if you meet certain Eligibility Criteria and your income is equal to or less than the income levels listed here. This chart is only a guide. Individuals should see an enrollment counselor for eligibility screening.    
* Pregnant Women count as two individuals.
NOTE: Chart effective January 1, 2012; subject to annual income updates."
a9f5-j694,Provides a listing of DFTA's core services by provider type
a9we-mtpn,"NYC Wi-Fi Hotspot Locations

Wi-Fi Providers:
CityBridge, LLC (Free Beta): LinkNYC 1 gigabyte (GB), Free Wi-Fi Internet Kiosks
AT&T (Free): Wi-Fi access is free for all users at all times.
Partners: In several parks, the NYC partner organizations provide publicly accessible Wi-Fi. Visit these parks to learn more information about their Wi-Fi service and how to connect.
Cable (Limited-Free): In NYC Parks provided by NYC DoITT Cable television franchisees.
Cablevision and Time Warner Cable (Limited Free) Connect for 3 free 10 minute sessions every 30 days or purchase a 99 cent day pass through midnight. Wi-Fi service is free at all times to Cablevision’s Optimum Online and Time Warner Cable broadband subscribers.
Wi-Fi Provider: Chelsea Wi-Fi (Free) Wi-Fi access is free for all users at all times.
Chelsea Improvement Company has partnered with Google to provide Wi-Fi a free wireless Internet zone, a broadband region bounded by West 19th Street, Gansevoort Street, Eighth Avenue and the High Line Park.
Wi-Fi Provider: Downtown Brooklyn Wi-Fi (Free)
The Downtown Brooklyn Partnership - the New York City Economic Development Corporation to provide Wi-Fi to the area bordered by Schermerhorn Street, Cadman Plaza West, Flatbush Avenue, and Tillary Street, along with select public spaces in the NYCHA Ingersoll and Whitman Houses.
Wi-Fi Provider: Manhattan Downtown Alliance Wi-Fi (Free)
Lower Manhattan Several public spaces all along Water Street, Front Street and the East River Esplanade south of Fulton Street and in several other locations throughout Lower Manhattan.
Wi-Fi Provider: Harlem Wi-Fi (Free)
Network will extend 95 city blocks, from 110th to 138th Streets between Frederick Douglass Boulevard and Madison Avenue is free outdoor public wireless network.
Wi-Fi Provider: Transit Wireless (Free)
Wi-Fi Services in the New York City subway system are available in certain underground stations. For more information visit http://www.transitwireless.com/stations/.
Wi-Fi Provider: Public Pay Telephone Franchisees (Free)
Using existing payphone infrastructure, the City of New York has teamed up with private partners to provide free Wi-Fi service at public payphone kiosks across the five boroughs at no cost to taxpayers.
Wi-Fi Provider: New York Public Library
Using Wireless Internet Access (Wi-Fi): All Library locations offer free wireless access (Wi-Fi) in public areas at all times the libraries are open.
Connecting to the Library's Wireless Network 
•You must have a computer or other device equipped with an 802.11b-compatible wireless card. 
•Using your computer's network utilities, look for the wireless network named ""NYPL."" 
•The ""NYPL"" wireless network does not require a password to connect.
Limitations and Disclaimers Regarding Wireless Access 
•The Library's wireless network is not secure. Information sent from or to your laptop can be captured by anyone else with a wireless device and the appropriate software, within three hundred feet. 
•Library staff is not able to provide technical assistance and no guarantee can be provided that you will be able to make a wireless connection. 
•The Library assumes no responsibility for the safety of equipment or for laptop configurations, security, or data files resulting from connection to the Library's network."
a9xv-vek9,
a9yv-r6p4,List of Communities potentially eligible for Community Wastewater Management Program funds in priority order
aa5e-digs,"Daily results from the entry points for orthophosphate, pH, temperature, conductivity and monthly alkalinity, calcium, lead and copper - Bi annually updated"
aa5u-mys6,"The Department of Finance (DOF) maintains records for all property sales in New York City, including sales of family homes in each borough. This list is a summary of neighborhood sales for Class 1-, 2- and 3-Family homes in Queens in 2008.

This list includes all sales of 1-, 2-, and 3-Family Homes' from January 1st, 2008 to December 31, 2008, whose sale price is equal to or more than $150,000.  The Building Class Category for Sales is based on the Building Class at the time of the sale.

Update Schedule: Annually"
abgn-8q46,"This file shows citywide average class sizes, aggregated by grade and program type. For grades 5-9 (where available) and 9-12, the data are shown by program type and core course.
Based on January 28, 2011 data.
* Grade 9 Official Class data is included for 0K-09 schools. Core Course information for these sections is not reported."
abgy-h8ag,Statistics on high school graduation rates of  youth in foster care reported in compliance with Local Law 49 passed by City Council in 2014
ac9y-je94,"Approximately 500 concessions currently operate in parks. They generally fall into two categories: food service and recreation. The food service concessions range from pushcarts selling hot dogs and pretzels to full restaurants. Recreational concessions include ice rinks, indoor tennis bubbles, stables, marinas, and much more."
acxp-7ep7,Path Station Locations
ad4c-mphb,"The Department of Finance (DOF) is required by NY State law to value condominiums or cooperatives as if they were residential rental apartment buildings.   DOF uses income information from rental properties similar in physical features and location to the condominiums or cooperatives. DOF applies this income data to the condominium or cooperative and determine its value in the same way DOF values rental apartment buildings.
Update Frequency: Annually"
ae5u-upr6,Vehicle classification counts collected by DOT for New York Metropolitan Transportation Council (NYMTC) to validate the New York Best Practice Model (NYBPM). For NYBPM screenline locations where data has been collected within the last three years are not considered for data collection for the present year. DOT collects data on at least 10% of the total NYBPM screenline locations.
afsf-hz68,Statistics on monthly job placement trends.
agx7-ib66,"The SeatGeek API is the canonical source of data on all live events (from sports to concert to theater and more), both within New York City as well as worldwide.

You can easily retrieve detailed event information with the SeatGeek API--everything from the lat/lon of a venue to the average ticket price for a show. It’s all wrapped up in a clean, well-documented API, with no rate limits and no cost to use.

For questions or comments, contact: will@seatgeek.com."
aht6-vxai,"The information in the City's computer records with respect to open petitions challenging real property tax assessments pursuant to Article 7 of the Real Property Tax Law: contains the index number and year the petition was commenced, the name of the petitioner, the name of the attorney for the petitioner, and various note of issue codes."
aiww-p3af,311 Service Requests for 2007. This is historical data and will not be updated.
ajxm-kzmj,Listing of NYC Greenthumb community gardens
ajyu-7sgg,This is the 500-Year Floodplain for the 2020s based on FEMA's Preliminary Work Map data and the New York Panel on Climate Change's 90th Percentile Projects for Sea-Level Rise (11 inches).  Please see the Disclaimer PDF for more information. Data Provided by the Mayor's Office of Long-Term Planning and Sustainability (OLTPS) on behalf of CUNY Institute for Sustainable Cities (CISC) and the New York Panel on Climate Change (NPCC).
am45-6syq,"Expense All Funds($ IN THOUSANDS)
FY 2002 - FY 2015 are actuals; FY 2016 - FY 2020 plan data as of the April 2016 Financial Plan"
an6v-iuem,Job preparation or training programs
aprw-p4ws,Storm surge depths for a hurricane moving towards the northwest at landfall
arq3-7z49,City Subway Stations
asbw-cwm7,Directory of Model Aircraft Fields
au2v-djg4,"The New York City Health and Hospitals Corporation (HHC) World Trade Center (WTC) Environmental Health Center program, one of three Centers of Excellence in New York City, provides medical and mental healthcare to residents, students, workers, and passersby who may still be sick from 9/11.  This data shows the major disorders suffered by patients who were enrolled between 4/1/2010 and 3/31/2011..
Update Frequency: As needed"
aumr-wgtk,Data to solve NYC ACRE's BigIdea
aviq-jvfs,Handball Courts in New York City Department of Parks & Recreation properties.
avir-tzek,"Graduation Outcomes - 4 Year Outcome - Cohorts of 2001 through 2006 (Classes of 2005 through 2010) 

•The New York State calculation method was first adopted for the Cohort of 2001 (Class of 2005). The cohort consists of all students who first entered 9th grade in a given school year (e.g., the Cohort of 2006 entered 9th grade in the 2006-2007 school year). Graduates are defined as those students earning either a Local or Regents diploma and exclude those earning either a special education (IEP) diploma or GED. For the most recent cohort, graduation rates as of both June and August (including summer graduates) are reported. 

•Records with cohorts of 20 students or less are suppressed. August outcomes are only reported for the most recent cohort. 

•August outcomes include all June and August graduates. 

•In school-level reporting, students who were in a school for less than 5 months are not included in the school’s cohort, but are included in citywide totals. 

•School level results are not presented for District 79 schools, but their outcomes are included in citywide totals."
avsi-2fp7,Latest available data and trends in graduation and dropout outcomes by school and disability status.
avwq-z233,Spreadsheet of all TLC current medallions
axmw-6kmf,CCRB: Where Incidents that Led to a Complaint Took Place by Precinct - Staten Island 2005 - 2009
ay9k-vznm,"Listing of job openings registered through Workforce1 Center. This data is up to date as of the date reflected in the ""About"" tab of this dataset."
ayer-cga7,"This dataset shows hurricane evacuation centers. Persons requiring shelter during a hurricane are processed at a
hurricane evacuation center and then transported to a hurricane shelter. In the event of a hurricane, the status of these hurricane evacuation centers should be confirmed at www.nyc.gov or by calling 311."
az65-9z36,The number of adults sentenced to probation supervision during the reporting period.
azp6-hepu,This data set features a monthly snapshot of customer service information at the DCA Licensing Center.
azxq-2skx,Information on units disaggregated by rent affordability for each building in a project.
azyf-k3d6,Statistics of occupied units with Lead Based Paint
b2gb-nkrq,List of Citizen Emergency Response Teams (CERT)
b2m2-7ih3,"Purpose: Inform consultant about the results of the RFP process
Target audience: Consultants.
Update Frequency: As needed"
b2sp-asbg,"This table represents the details of the Community Health Centers distributed by Borough along with their address, Zip and phone number detail."
b2y5-dstf,CCRB: Disposition of Discourtesy Allegations 2006
